ORD;QUALIFICAÇÃO;AGRACIADO;PORTARIA;DATA
3659;Primeiro-Sargento QSS SEL;Clovis Martini Ferrari;1.659/SCGC;21/12/2016
3660;Subtenente de Infantaria;Clovis Netto dos Santos;80/SC;26/02/2008
3661;Cabo QCB SEM;Clóvis Peixoto;047/SCC;20/01/1981
3662;Primeiro-Sargento QSS SEF;Clóvis Pereira da Silva;051/SCC;26/02/1993
3663;Suboficial QSS BCO;Clóvis Reynan Alves Ferrari;98/SCC;18/02/1998
3664;Suboficial QSS BSP;Clóvis Souza Ferreira;1172/SCC;15/12/1987
3665;Suboficial QSS BCT;Clóvis Wanderley de Andrade;047/SCC;20/01/1981
3666;Senhora;Conceição Custódio Menezes;1057/SCC;20/12/1985
3667;Senhora;Conceição Janete Cavalheiro;182/SCGC;18/02/2015
3668;Senhora;Conceição Stella P. Brandão;968-A/SCC;14/12/1990
3669;Primeiro-Tenente QOEA;Constantino Amaral Lopes;1194/SCC;15/12/1986
3670;Terceiro-Sargento QC (VA);Constantino Paes de Castro;110/SCC;28/01/1980
3671;Primeiro-Sargento QFG SAD;Corina Alves de Araujo;90/SCC;22/02/1999
3672;Suboficial QFG SAD;Corina Silveira Gomes;182/SCGC;18/02/2015
3673;Segundo-Sargento QSS SAD;Coriolano Barbosa Pacheco;1057/SCC;20/12/1985
3674;Terceiro-Sargento QESA SAD;Coriolano José Rodrigues Neto;160/SCC;16/03/1994
3675;Primeiro-Sargento QSS SEF;Cornélio de Souza Magalhães;931/SCC;12/12/1989
3676;Suboficial QSS SEM;Cornélio Henrique Cruz;80/SC;26/02/2008
3677;Taifeiro-Mor QTA TAR;Cosme Acioly da Mota;968-A/SCC;14/12/1990
3678;Suboficial QSS SGS;Cosme Adarcelino de Almeida Avelino;193/SCC;20/02/1995
3679;Cabo QCB SAD;Cosme Alves de Souza;051/SCC;26/02/1993
3680;Terceiro-Sargento QESA SGS;Cosme Cordeiro dos Santos;113/SC;22/02/2001
3681;Segundo-Sargento QSS SAD;Cosme de Castro Caetano;161/SC;21/02/2003
3682;Suboficial QSS SEL;Cosme de Oliveira;141/SC;19/02/2002
3683;Suboficial QSS BCT;Cosme de Souza Alves de Oliveira;98/SCC;18/02/1998
3684;Suboficial (SI);Cosme Luiz Pereira de Lima;202/SC;18/02/2004
3685;Primeiro-Sargento QSS SAD;Cosme Luiz Pereira dos Santos;90/SCC;22/02/1999
3686;Terceiro-Sargento QSS ;Cosme Salviano Gomes;247/SC;06/03/2006
3687;Primeiro-Sargento QSS BSP;Cosme Vieira Coimbra;870/SCC;20/12/1991
3688;Suboficial QTA TAR;Cosmo Felix da Silva;202/SC;18/02/2004
3689;Suboficial QSS SGS;Crélio Francisco do Rosário;107/SC;25/02/2009
3690;Primeiro-Sargento QSS SEF;Creuzomar Rosa De Santana;1.659/SCGC;21/12/2016
3691;Primeiro-Sargento QFG SAD;Crícia Araújo Lisboa Santos;141/SC;19/02/2002
3692;Segundo-Sargento QSS SEF;Crislaine Vallin Mozer Gonçalves;58/SC;14/02/2012
3693;Suboficial QSS BMA;Cristian de Sousa Ferreira;10/SCGC;10/01/2019
3694;Suboficial;Cristian Iván Figueroa Rea (Equador);2/SCGC;06/01/2020
3695;Primeiro-Sargento QSS SMU;Cristian Luis Willrich de Melo;29/SCGC;29/01/2016
3696;Senhora;Cristiane Caputo de Souza Guimarães;189/SC;07/02/2013
3697;Segundo-Sargento QSS BET;Cristiane da Costa Pereira Magalhães;182/SCGC;18/02/2015
3698;Senhora;Cristiane da Silva Mesquita;193/SCC;20/02/1995
3699;Segundo-Sargento SAD;Cristiane de Oliveira do Nascimento;107/SC;25/02/2010
3700;Suboficial QFG STO;Cristiane dos Anjos Alves de Oliveira;58/SC;14/02/2012
3701;Primeiro-Sargento QSS SEF;Cristiane Gomes De Castro;1.659/SCGC;21/12/2016
3702;Suboficial QFG SAD;Cristiane Mara Borges Fernandes;80/SC;26/02/2008
3703;Primeiro-Sargento QSS SAD;Cristiane Maria Lemes Pereira;29/SCGC;29/01/2016
3704;Suboficial SAD;Cristiane Rebouças Felix;80/SC;26/02/2008
3705;Terceiro-Sargento SAD;Cristiano Araújo Campos;81/SC;07/02/2011
3706;Suboficial QSS BMA;Cristiano Araujo Chaves;29/SCGC;29/01/2016
3707;Segundo-Sargento SAD;Cristiano Barbosa dos Santos;80/SC;26/02/2008
3708;Primeiro-Sargento QSS SGS;Cristiano Chrzanowski;10/SCGC;10/01/2019
3709;Suboficial QSS SML;Cristiano Dantas Mesquita;182/SCGC;18/02/2015
3710;Terceiro-Sargento de Engenharia;Cristiano de Sousa Coutinho;80/SC;26/02/2008
3711;Suboficial QSS BMT;Cristiano de Souza e Silva Concas;182/SCGC;18/02/2015
3712;Suboficial QSS SGS;Cristiano Delgado Cerchi;80/SC;26/02/2008
3713;Taifeiro de Primeira Classe QTA TAR;Cristiano Gomes de Lima;968-A/SCC;14/12/1990
3714;Primeiro-Sargento QSS SMU;Cristiano Henrique Bencke;6/SCGC;08/01/2018
3715;Primeiro-Sargento BCT;Cristiano José Pinto;81/SC;07/02/2011
3716;Primeiro-Sargento QSS SAD;Cristiano Lira Rosa;29/SCGC;29/01/2016
3717;Segundo-Sargento QSS BMA;Cristiano Marques de Lucena;182/SCGC;18/02/2015
3718;Senhor;Cristiano Monteiro Bastos Fayer;130/SCGC;03/02/2014
3719;Suboficial (AV-MV);Cristiano Muniz dos Santos;2/SCGC;06/01/2020
3720;Segundo-Sargento QSS SGS;Cristiano Pessanha da Silva;130/SCGC;03/02/2014
3721;Terceiro-Sargento (FN-EG);Cristiano Pires da Silva;6/SCGC;08/01/2018
3722;Primeiro-Sargento QSS BCO;Cristiano Silveira Dos Santos;1.659/SCGC;21/12/2016
3723;Primeiro-Sargento QTA TAR;Cristiano Soares Mallmann;247/SC;06/03/2006
3724;Suboficial QFG SAD;Cristina Correa Ribeiro;189/SC;07/02/2013
3725;Suboficial SAD;Cristina Cruz Gonçalves Rosa;107/SC;25/02/2010
3726;Senhora;Cristina Gonçalves da Silva;245/SC;13/03/2003
3727;Primeiro-Sargento QSS SAD;Cristina Lassaval Bulcão;29/SCGC;29/01/2016
3728;Senhora;Cristina Rizete Pontes Abreu;29/SCGC;29/01/2016
3729;Primeiro-Sargento QSS SAD;Cristina Sofia Mignac;1.659/SCGC;21/12/2016
3730;Primeiro-Sargento QSS SAD;Cristina Teixeira da Silva;10/SCGC;10/01/2019
3731;Segundo-Sargento QSS SGS;Cristopher Soffiatti Pizoni;2/SCGC;06/01/2020
3732;Cabo QCB SEM;Cristovam Antonio Viveiros Lima;189/SC;07/02/2013
3733;Primeiro-Sargento QSS BMA;Cristovam Chaves Costa;193/SCC;20/02/1995
3734;Cabo QCB SAD;Cristovan Alvares Cabral;116/SCC;20/01/1984
3735;Terceiro-Sargento QESA SAD;Cristovão José de Souza;204/SC;22/02/2005
3736;Senhor;Cristovão Mathias;091/SCC;20/01/1980
3737;Suboficial QSS BSP;Cristóvão Piva;841/SCC;01/12/1988
3738;Suboficial QSS BMA;Custódio Henrique de Azevedo Santos;113/SC;22/02/2001
3739;Senhora;Cynira Monteiro Ribeiro da Silva;047/SCC;20/01/1981
3740;Senhor;Cyro Gonçalves Leite Filho;047/SCC;20/01/1981
3741;Suboficial QSS BET;Dacio Lisboa da Fonseca Neto;100/SCC;20/02/1997
3742;Terceiro-Sargento QC (BO);Dagnor Rezende Silva;047/SCC;20/01/1981
3743;Taifeiro de Primeira Classe QTA TAR;Dagnor Rezende Silva Filho;048/SCC;18/01/1996
3744;Suboficial QSS BCO;Dagoberto Campos;051/SCC;26/02/1993
3745;Suboficial QSS BCO;Dagoberto César Reis da Silva;931/SCC;12/12/1989
3746;Primeiro-Sargento de Cavalaria;Dagoberto Ferraz da Rocha;58/SC;14/02/2012
3747;Segundo-Sargento QSS SEL R/1;Dagoberto Mendes;182/SCGC;18/02/2015
3748;Suboficial QSS BMA;Dagoberto Monteiro Júnior;1813/SCC;20/12/1984
3749;Suboficial QSS BMA;Dailto Machado Ventura;092/SCC;20/01/1982
3750;Suboficial (AV-VN);Dalberto Lima Ribeiro;2/SCGC;06/01/2020
3751;Suboficial BMA;Dalecio Feliciano Lourenço;80/SC;26/02/2008
3752;Cabo QCB SGS;Dalmi Nunes da Silva;870/SCC;20/12/1991
3753;Suboficial QSS SDE;Dalmo Emanoel Fraga Guimarães;051/SCC;26/02/1993
3754;Senhor;Dalmo Jorge Lima Palmeira;58/SC;14/02/2012
3755;Suboficial QSS BEI;Dalton Cidade Marinho;193/SCC;20/02/1995
3756;Subtenente de Material Bélico;Dalton da Costa Leite Filho;107/SC;25/02/2010
3757;Cabo QCB BSP;Daltro Ribeiro Costa;182/SCGC;18/02/2015
3758;Suboficial QSS BMA;Daltro Spier;1057/SCC;20/12/1985
3759;Suboficial QSS SML;Daltro Teles de Oliveira;160/SCC;16/03/1994
3760;Suboficial QFG SAD;Dalva de Souza;204/SC;22/02/2005
3761;Senhora;Dalva Ferreira;051/SCC;26/02/1993
3762;Senhor;Dalvo Rodrigues dos Santos;1813/SCC;20/12/1984
3763;Segundo-Tenente QOEA;Damário Pereira de Araújo;1194/SCC;15/12/1986
3764;Senhor;Damásio Conceição dos Santos;100/SCC;20/02/1997
3765;Primeiro-Sargento QSS SAD;Damião Cardozo Ferreira;048/SCC;18/01/1996
3766;Suboficial QSS SAD;Damião Fernandes De Castro;1.659/SCGC;21/12/2016
3767;Suboficial QSS SAD;Damião Pinheiro Paulino;90/SCC;22/02/1999
3768;Primeiro-Sargento SEF;Daniege Nunes Azambuja;81/SC;07/02/2011
3769;Primeiro-Sargento QSS SMU;Daniel Abreu dos Santos;6/SCGC;08/01/2018
3770;Primeiro-Sargento QSS SGS;Daniel Afonso de Sousa;247/SC;06/03/2006
3771;Suboficial QSS BMA;Daniel Alves dos Reis Filho;202/SC;18/02/2004
3772;Segundo-Sargento QSS BCO;Daniel Anselmo Barreto Santos;10/SCGC;10/01/2019
3773;Major Intendente;Daniel Augusto Cavalcante;113/SCC;28/02/2000
3774;Terceiro-Sargento QTA TAR;Daniel Augusto Miranda;182/SCGC;18/02/2015
3775;Suboficial QSS BCT;Daniel Bonas;90/SCC;22/02/1999
3776;Cabo QCB SAD;Daniel Braz de Araújo;1813/SCC;20/12/1984
3777;Suboficial QSS SAD;Daniel Brito Rodrigues;931/SCC;12/12/1989
3778;Suboficial QSS SAD;Daniel Cândido Elias;90/SCC;22/02/1999
3779;Cabo QCB SAD;Daniel Corrêa;160/SCC;16/03/1994
3780;Taifeiro de Primeira Classe QTA TAR;Daniel Corrêa da Silva;1194/SCC;15/12/1986
3781;Suboficial QSS BMA;Daniel Cuba dos Santos;247/SC;06/03/2006
3782;Primeiro-Sargento QSS SAD;Daniel da Silva Costa;2/SCGC;06/01/2020
3783;Segundo-Sargento QSS SOB;Daniel da Silva Franco;1057/SCC;20/12/1985
3784;Suboficial QSS SEL;Daniel da Silva Olsever;98/SCC;18/02/1998
3785;Primeiro-Sargento QSS SGS;Daniel de Albuquerque Velozo;161/SC;21/02/2003
3786;Segundo-Tenente QOEA;Daniel de Azevedo Alves;047/SCC;20/01/1981
3787;Terceiro-Sargento QSS SAD;Daniel de Oliveira Chagas;6/SCGC;08/01/2018
3788;Suboficial QSS BSP;Daniel de Oliveira Santiago;1172/SCC;15/12/1987
3789;Suboficial QSS BET;Daniel de Souza Seara;160/SCC;16/03/1994
3790;Senhor;Daniel Dias;113/SC;22/02/2001
3791;Senhor;Daniel do Nascimento;1813/SCC;20/12/1984
3792;Senhor;Daniel Dorival Alvarenga;048/SCC;18/01/1996
3793;Suboficial QSS SAD;Daniel dos Santos da Silveira;189/SC;07/02/2013
3794;Primeiro-Sargento QSS BCT;Daniel dos Santos Fernandes;161/SC;21/02/2003
3795;Senhor;Daniel Ferreira da Conceição;086/SCC;20/01/1983
3796;Cabo QCB SAD;Daniel Ferreira dos Santos;193/SCC;20/02/1995
3797;Terceiro-Sargento QSS BCO;Daniel Ferreira dos Santos;6/SCGC;08/01/2018
3798;Capitão QOEA SVA;Daniel Figueiredo Gusmão;931/SCC;12/12/1989
3799;Terceiro-Sargento QESA SAD;Daniel Francisco Dias;182/SCGC;18/02/2015
3800;Primeiro-Tenente QCOA;Daniel Gomes e Silva;100/SCC;20/02/1997
3801;Suboficial SPV;Daniel Gomes Maia;107/SC;25/02/2010
3802;Subtenente de Infantaria;Daniel Henrique Christmann;1.659/SCGC;21/12/2016
3803;Suboficial QSS BET;Daniel José Leite Farias;10/SCGC;10/01/2019
3804;Suboficial QSS SOB;Daniel Leite da Silva e Souza;968-A/SCC;14/12/1990
3805;Terceiro-Sargento QSS SAD;Daniel Lemes da Silva;58/SC;14/02/2012
3806;Suboficial QSS SGS;Daniel Márcio Molina;161/SC;21/02/2003
3807;Primeiro-Sargento QSS BEI;Daniel Mendes Suchorski;113/SCC;28/02/2000
3808;Cabo QCB BSP;Daniel Messias da Rosa;870/SCC;20/12/1991
3809;Suboficial BEI;Daniel Miranda Monteiro;81/SC;07/02/2011
3810;Suboficial QSS SEL;Daniel Moreira da Cunha;116/SCC;20/01/1984
3811;Senhor;Daniel Nunes da Fonseca;968-A/SCC;14/12/1990
3812;Primeiro-Sargento QSS SAD;Daniel Oliveira dos Santos;193/SCC;20/02/1995
3813;Primeiro-Sargento QSS SGS;Daniel Oliveira dos Santos;113/SC;22/02/2001
3814;Senhor;Daniel Pires de Moraes;1813/SCC;20/12/1984
3815;Terceiro-Sargento QSCON TES;Daniel Rezende Xavier;1.659/SCGC;21/12/2016
3816;Suboficial QSS SEL;Daniel Ribeiro dos Santos;161/SC;21/02/2003
3817;Senhor;Daniel Ribeiro Lemos;2/SCGC;06/01/2020
3818;Suboficial QSS BEI;Daniel Ricardo Pryjma;58/SC;14/02/2012
3819;Segundo-Sargento QSS SAD;Daniel Rodrigues Roos;29/SCGC;29/01/2016
3820;Suboficial QSS BCO;Daniel Santana da Silva;98/SCC;18/02/1998
3821;Suboficial BMA;Daniel Silva de Souza;81/SC;07/02/2011
3822;Senhor;Daniel Simão Alves de Lima;130/SCGC;03/02/2014
3823;Segundo-Sargento QSS BSP;Daniel Sousa Araújo Filho;202/SC;18/02/2004
3824;Segundo-Sargento QSS SGS;Daniel Vieira da Silveira;10/SCGC;10/01/2019
3825;Primeiro-Sargento QSS SAD;Daniela do Sacramento Silva;6/SCGC;08/01/2018
3826;Segundo-Sargento QSS BET;Daniela Ribeiro de Carvalho;6/SCGC;08/01/2018
3827;Segundo-Sargento QSS SAD;Daniela Rodrigues Jorge;29/SCGC;29/01/2016
3828;Senhora;Daniela Silva Rezende;10/SCGC;10/01/2019
3829;Primeiro-Sargento QSS SAD;Daniele Cristine Leon Machado Mendes;182/SCGC;18/02/2015
3830;Primeiro-Sargento QSS SEL;Daniele Cruz de Queiroz Assis;29/SCGC;29/01/2016
3831;Segundo-Sargento QSS SAD;Daniele dos Santos Moreira da Cruz;130/SCGC;03/02/2014
3832;Segundo-Sargento QSS SAD;Daniele Ferreira De Souza;1.659/SCGC;21/12/2016
3833;Primeiro-Sargento QSS SPV;Daniele Henrique Brand;10/SCGC;10/01/2019
3834;Segundo-Sargento BET;Daniele Lima da Conceição Freitas;81/SC;07/02/2011
3835;Primeiro-Sargento QSS SEF;Daniele Mota Coelho Dias;2/SCGC;06/01/2020
3836;Primeiro-Sargento QSS BET;Daniele Muniz Medim da Silva;10/SCGC;10/01/2019
3837;Primeiro-Sargento QSS SEF;Daniele Nunes Azambuja;10/SCGC;10/01/2019
3838;Senhora;Daniella de Sousa Moraes;29/SCGC;29/01/2016
3839;Primeiro-Sargento QSS SAD;Danielle Cristina de Souza;6/SCGC;08/01/2018
3840;Primeiro-Sargento QSS SLB;Danielle José de Cerqueira Lopes;10/SCGC;10/01/2019
3841;Primeiro-Sargento QSS SGS;Danilo Aguirre;968-A/SCC;14/12/1990
3842;Suboficial QSS SOB;Danilo da Silva Carneiro;092/SCC;20/01/1982
3843;Suboficial QSS BMA;Danilo da Silva Luna Cavalcante;841/SCC;01/12/1988
3844;Senhor;Danilo Dantas de Lima;968-A/SCC;14/12/1990
3845;Suboficial QSS BMA;Danilo de Oliveira Ragone;202/SC;18/02/2004
3846;Primeiro-Sargento QSS SGS;Danilo Duarte Coutinho;1.659/SCGC;21/12/2016
3847;Suboficial QSS SMU;Danilo Dutra Fonseca Oliveira;90/SCC;22/02/1999
3848;Segundo-Sargento TAR ;Danilo Guimarães de Oliveira;204/SC;22/02/2005
3849;Suboficial QSS BMA;Danilo Lima Silva;841/SCC;01/12/1988
3850;Suboficial QSS BMA;Danilo Napoleão de Assis;116/SCC;20/01/1984
3851;Suboficial (Itália);Danilo Rengucci;160/SCC;16/03/1994
3852;Suboficial QSS BEP;Danival Campos Nogueira;247/SC;06/03/2006
3853;Segundo-Sargento QTA TCO;Dannilo Santiago de Queiroz Lima;10/SCGC;10/01/2019
3854;Primeiro-Sargento BCO;Dante Cordeiro de Souza Junior;81/SC;07/02/2011
3855;Cabo QCB SAD;Dante Gregório de Carvalho;100/SCC;20/02/1997
3856;Senhora;Danuzia Ferreira Curi;048/SCC;18/01/1996
3857;Suboficial SOB;Darc Antonio da Cunha Mattos;81/SC;07/02/2011
3858;Senhor;Darci dos Santos;90/SCC;22/02/1999
3859;Terceiro-Sargento R/1;Darci Duarte da Costa;58/SC;14/02/2012
3860;Suboficial QSS BET;Darci Gomes Cardoso;202/SC;18/02/2004
3861;Taifeiro-Mor QTA TBA;Darci Maggio;160/SCC;16/03/1994
3862;Primeiro-Sargento QSS SAD;Darci Rogério Pereira Lahra;202/SC;18/02/2004
3863;Primeiro-Sargento QSS BSP;Darci Silva de Araújo;160/SCC;16/03/1994
3864;Primeiro-Tenente QOEA ARM;Darcio de Faria;106/SC;21/02/2007
3865;Segundo-Tenente QAO;Darcizalem José Gonçalves;113/SC;22/02/2001
3866;Suboficial QSS BMT;Darcy Banci;193/SCC;20/02/1995
3867;Senhora;Darcy Bichara;141/SC;19/02/2002
3868;Terceiro-Sargento QC (DT);Darcy Coelho da Silva;092/SCC;20/01/1982
3869;Primeiro-Tenente QOEA;Darcy de Mello;092/SCC;20/01/1982
3870;Segundo-Tenente QOEA SVE;Darcy Enderson Gusmão Baraldo;247/SC;06/03/2006
3871;Suboficial QSS SMU;Darcy Fraga Bitencourt;1813/SCC;20/12/1984
3872;Senhor;Darcy José dos Santos;1172/SCC;15/12/1987
3873;Senhor;Darcy Pereira;048/SCC;18/01/1996
3874;Senhora;Darcy Souza da Silva;110/SCC;28/01/1980
3875;Senhora;Darcyra Abrahão Pitz;968-A/SCC;14/12/1990
3876;Primeiro-Sargento de Infantaria;Dari Paulino Carlos Filho;80/SC;26/02/2008
3877;Primeiro-Sargento QSS BET;Dariele Elisa Reis Breginski;2/SCGC;06/01/2020
3878;Suboficial QSS BET;Daril Garcia Rubio;870/SCC;20/12/1991
3879;Cabo;Dario Alexis Molina Salsamendi;130/SCGC;03/02/2014
3880;Suboficial QSS BCO;Dario Casado Tavares;841/SCC;01/12/1988
3881;Cabo QCB BSP;Dario Coppa;160/SCC;16/03/1994
3882;Segundo-Sargento QSS SGS;Dário de Oliveira Rodrigues;107/SC;25/02/2010
3883;Suboficial QSS SEF;Dário dos Santos Dias;202/SC;18/02/2004
3884;Suboficial QSS SAD;Dario Leonel Pires;047/SCC;20/01/1981
3885;Senhor;Dário Luiz Trindade;1813/SCC;20/12/1984
3886;Primeiro-Sargento de Cavalaria;Dario Sérgio da Silva Pereira;141/SC;19/02/2002
3887;Doutor;Dario Umbelino Tavares;116/SCC;20/01/1984
3888;Terceiro-Sargento de Infantaria;Darlan Andrade do Nascimento;80/SC;26/02/2008
3889;Cabo QCB BMA;Darlan da Silva;931/SCC;12/12/1989
3890;Primeiro-Sargento QSS SEL;Darlan dos Santos Moraes;202/SC;18/02/2004
3891;Terceiro-Sargento QSCON TES;Darlan Romani;1.659/SCGC;21/12/2016
3892;Suboficial QFG SEF;Darlene Neves Ferreira Maia;189/SC;07/02/2013
3893;Suboficial QSS BMA;Darly Pontes de Macedo;086/SCC;20/01/1983
3894;Suboficial QSS SAD;Darwin Lúcio Gonçalves;051/SCC;26/02/1993
3895;Primeiro-Sargento QSS BSP;Darwin Schmidtke Gallarreta da Rosa;6/SCGC;08/01/2018
3896;Suboficial BET;Dauri Batista Braga;81/SC;07/02/2011
3897;Senhora;Dausa Borges;1172/SCC;15/12/1987
3898;Suboficial QSS BSP;Daveron Palacio Vanini;193/SCC;20/02/1995
3899;Segundo-Sargento QSS BMA;Davi Antonio Pinheiro Bibas;107/SC;25/02/2009
3900;Primeiro-Sargento QSS SEF;Davi Costa Vieira;106/SC;21/02/2007
3901;Primeiro-Sargento QSS BMA;Davi da Silva Machado;2/SCGC;06/01/2020
3902;Cabo QCB SAD;Davi da Silva Nascimento;182/SCGC;18/02/2015
3903;Segundo-Sargento QSS SAD;Davi da Silva Peregrina;106/SC;21/02/2007
3904;Primeiro-Sargento QSS BMT;Davi de Souza Costa;100/SCC;20/02/1997
3905;Segundo-Sargento QSS SGS;Davi do Nascimento Paulo;6/SCGC;08/01/2018
3906;Suboficial QSS BCO;Davi dos Santos Lubas;113/SCC;28/02/2000
3907;Suboficial QSS BMA;Davi Galdino da Silva;90/SCC;22/02/1999
3908;Suboficial QSS BCO;Davi Gonçalves de Macedo;106/SC;21/02/2007
3909;Suboficial QSS BCO;Davi Minozzo Reolon;98/SCC;18/02/1998
3910;Segundo-Tenente QOEA SVM;Davi Moreira da Costa;90/SCC;22/02/1999
3911;Segundo-Sargento SCF;Davi Neckel;80/SC;26/02/2008
3912;Primeiro-Sargento QSS BMA;Davi Palodetti;1172/SCC;15/12/1987
3913;Primeiro-Sargento QSS SAD;Davi Rosa Reis;182/SCGC;18/02/2015
3914;Segundo-Sargento QSS SAD;Davi Sampaio dos Santos;182/SCGC;18/02/2015
3915;Suboficial QSS BCO;Davi Santana da Silva;048/SCC;18/01/1996
3916;Suboficial BMB;Davi Tasqueto Bolzan;81/SC;07/02/2011
3917;Primeiro-Sargento QTA TCO;Davi Vianna de Almeida;182/SCGC;18/02/2015
3918;Suboficial QSS SAD;Davi Vieira Rodrigues;90/SCC;22/02/1999
3919;Primeiro-Sargento QSS SGS;David Cassiano e Silva;091/SCC;20/01/1980
3920;Suboficial QSS BMA;David Cavalcanti Bezerra;58/SC;14/02/2012
3921;Suboficial QSS BMA;David Coelho de Mendonça;58/SC;14/02/2012
3922;Primeiro-Sargento QSS SAD;David de Paula;107/SC;25/02/2009
3923;Primeiro-Sargento QSS SIN;David de Souza França;2/SCGC;06/01/2020
3924;Suboficial (AV-VN);David de Souza Moreira;2/SCGC;06/01/2020
3925;Suboficial QSS BEP;David Dias Ferreira Filho;051/SCC;26/02/1993
3926;Segundo-Sargento QSS SAD;David Eduardo Almeida Mascarenhas;1057/SCC;20/12/1985
3927;Primeiro-Sargento QSS BMA;David Figueiredo da Gama;193/SCC;20/02/1995
3928;Terceiro-Sargento QSS SAD;David Helbert Lima Martins;6/SCGC;08/01/2018
3929;Cabo QCB SAD;David Jonatas Kloss;100/SCC;20/02/1997
3930;Senhor;David Karatanasov;048/SCC;18/01/1996
3931;Suboficial QSS SMU;David Lameira Ferreira da Silva;182/SCGC;18/02/2015
3932;Terceiro-Sargento QTA TAR;David Machado de Souza;161/SC;21/02/2003
3933;Terceiro-Sargento QESA SEM;David Monteiro Silva;161/SC;21/02/2003
3934;Suboficial QSS SGS;David Nunes;1057/SCC;20/12/1985
3935;Suboficial QSS BMA;David Pereira da Silva;29/SCGC;29/01/2016
3936;Taifeiro-Mor QTA TAR;David Resende Filho;160/SCC;16/03/1994
3937;Segundo-Sargento QSS BMA;David Roberto de Oliveira Silva;189/SC;07/02/2013
3938;Soldado de Primeira Classe;David Rosal Gabriel;247/SC;06/03/2006
3939;Terceiro-Sargento QSS STA;David Sidrônio dos Santos;160/SCC;16/03/1994
3940;Cabo QCB SEM;David Simões da Silva;247/SC;06/03/2006
3941;Suboficial QSS BSP;Davidson da Silva Marques;107/SC;25/02/2009
3942;Segundo-Sargento PM (DF);Davino Alves Cavalcante;051/SCC;26/02/1993
3943;Primeiro-Sargento QSS SAD;Davis Torres de Araújo;202/SC;18/02/2004
3944;Primeiro-Sargento BCO;Dawesley Ricardo de Lima;107/SC;25/02/2010
3945;Senhora;Dayse Monteiro de Carvalho Santos;247/SC;06/03/2006
3946;Suboficial SCF;Dázio da Motta Filho;81/SC;07/02/2011
3947;Segundo-Sargento QSS SAD;Débora Oliveira Brilhante da Costa;182/SCGC;18/02/2015
3948;Segundo-Sargento QSS SAD;Débora Oliveira Weitzel;10/SCGC;10/01/2019
3949;Senhora;Deborah Marzulo;141/SC;19/02/2002
3950;Terceiro-Sargento QESA SEF;Decio Araujo dos Santos;10/SCGC;10/01/2019
3951;Primeiro-Sargento QSS BSP;Décio Cavalca de Castro;1057/SCC;20/12/1985
3952;Primeiro-Sargento QSS BMA;Décio Conceição;968-A/SCC;14/12/1990
3953;Suboficial QSS SAD;Décio de Melo Petrocchi;086/SCC;20/01/1983
3954;Suboficial QSS BEI;Décio de Oliveira Souza;98/SCC;18/02/1998
3955;Primeiro-Sargento QSS BSP;Décio Ferreira Maia;116/SCC;20/01/1984
3956;Suboficial QSS SEM;Decio Larssen;58/SC;14/02/2012
3957;Segundo-Sargento QSS SAD;Décio Moreira dos Santos;113/SC;22/02/2001
3958;Suboficial QSS BET;Décio Nunes de Oliveira;90/SCC;22/02/1999
3959;Capitão QOEA SVE;Decio Schettert;193/SCC;20/02/1995
3960;Terceiro-Sargento QESA BSP;Décio Seraine da Silva;931/SCC;12/12/1989
3961;Senhor;Decio Vieira Mello;100/SCC;20/02/1997
3962;Suboficial QSS SGS;Degercy Barbosa da Silva;091/SCC;20/01/1980
3963;Suboficial QSS SAD;Deir de Oliveira Cruvinel;80/SC;26/02/2008
3964;Senhora;Deise Dutton Rodrigues Alves;2/SCGC;06/01/2020
3965;Senhora;Deise Moreira Rosa Nascimento;58/SC;14/02/2012
3966;Primeiro-Sargento (CL);Deise Simões dos Santos;130/SCGC;03/02/2014
3967;Primeiro-Sargento QSS SGS;Deividy De Melo Rosa;1.659/SCGC;21/12/2016
3968;Senhora;Deize Mary Cavalcante;80/SC;26/02/2008
3969;Suboficial SEL;Dejael Barbosa da Silva;80/SC;26/02/2008
3970;Primeiro-Sargento QSS BMA;Dejair Alves De Barros;1.659/SCGC;21/12/2016
3971;Suboficial QSS BEI;Dejair Borges;90/SCC;22/02/1999
3972;Suboficial QSS SAD;Dejair de Azevedo Fernandes Júnior;161/SC;21/02/2003
3973;Primeiro-Tenente QOEA;Dejair Pereira Iung;98/SCC;18/02/1998
3974;Suboficial QSS SGS;Delanei Luiz Dias;1194/SCC;15/12/1986
3975;Suboficial QSS SGS;Delanei Luiz Dias Filho;6/SCGC;08/01/2018
3976;Suboficial QSS SAD;Délcio Cardoso;051/SCC;26/02/1993
3977;Suboficial QSS SAD;Delcio Joaquim da Silva;202/SC;18/02/2004
3978;Subtenente Material Bélico;Delcio Pivetta;6/SCGC;08/01/2018
3979;Senhor;Délcio Ribeiro da Silva;931/SCC;12/12/1989
3980;Suboficial QSS BFT;Délcio Silvério dos Santos Filho;247/SC;06/03/2006
3981;Segundo-Sargento QTA TBA;Delcy Matos da Silva;113/SC;22/02/2001
3982;Senhor;Delfino Silvestre da Silva;98/SCC;18/02/1998
3983;Senhora;Delhi Freire da Silva Chaves;1172/SCC;15/12/1987
3984;Senhora;Deliah Sibille Knarr;1.659/SCGC;21/12/2016
3985;Suboficial QSS BSP;Délio Carlos José Biagioni;047/SCC;20/01/1981
